gid,airspace_p,effectived,typ,ident,icaocode,nam,areacode,codedistve,uplimituni,codedistv1,lowerlimit,uomdistver,codewrkhr,upperlimit,lowerlimi1,entryrpt,txtlocalty,txtrmk_loc,relatedfir,classrmklo,emenda,emenda_fut,vertex_ind,vertex_par,vertex_p_1,vertex_p_2,distance,angle,LATITUDE,LONGITUDE
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"0","0","0","0",0.00000000000000,126.70515858996195,2.168,-27.509
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"1","0","0","1",0.16129144971662,126.71171389336259,2.071,-27.380
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"2","0","0","2",0.32257678386643,126.71793880259578,1.975,-27.251
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"3","0","0","3",0.48385628464189,126.72386778197021,1.878,-27.122
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"4","0","0","4",0.64513023791183,126.72949970641862,1.782,-26.992
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"5","0","0","5",0.80639893336319,126.73483451624050,1.685,-26.863
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"6","0","0","6",0.96766265637406,126.73987321720006,1.589,-26.734
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"7","0","0","7",1.12892168814794,126.74461433269369,1.492,-26.605
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"8","0","0","8",1.29017630764200,126.74905853370488,1.396,-26.475
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"9","0","0","9",1.45142682363420,126.75320541260088,1.299,-26.346
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"10","0","0","10",1.61267350069742,126.73103552283486,1.203,-26.217
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"11","0","0","11",1.87245830237124,126.70946405223771,1.048,-26.009
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"12","0","0","12",2.13223509805003,126.71427276919248,0.892,-25.800
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"13","0","0","13",2.39200505125132,126.71831201009356,0.737,-25.592
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"14","0","0","14",2.65176936857002,126.72158277298971,0.582,-25.384
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"15","0","0","15",2.91152923201900,126.72408165653124,0.426,-25.176
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"16","0","0","16",3.17128583707733,126.72581036002910,0.271,-24.968
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"17","0","0","17",3.43104037680188,126.72676993057797,0.116,-24.759
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"18","0","0","18",3.69079401601432,126.72695902283741,-0.040,-24.551
"823",1517.000000000000000,2022-12-29Z,SECTOR,SBAO_S2,SB,SECTOR 2C,SAM,STD,FL,SFC,FL,FT,H24,999.000000000000000,0.000000000000000,NO,"SETOR 2C; FIR ATL�NTICO","(1) SETOR 1A
(2) SETOR 1B
(3) SETOR 1C
(4) SETOR 2A
(5) SETOR 2B
(6) SETOR 2C
(7) SETOR 3B
(8) SETOR 3C

D-VOLMET",SBAO,"CLASSE DE  ESPA�O A�REO: \nA; Acima do FL245 (exclusive); \nA; Entre os FL145 (exclusive) e FL245 (inclusive) dentro das CTA e aerovias; \nD; Abaixo do FL145 (inclusive) dentro das CTA e aerovias; \nG; Abaixo do FL245 (inclusive) fora das CTA, aerovias",2022-12-29Z,2023-01-26Z,"19","0","0","19",3.95054796345112,126.72637785605338,-0.195,-24.343
