ADEP,ADES,Date,Arrivals,P15,P85,(P85-P15)/2
SBPJ,SBGO,2022-04,23,75,80,"2,5"
SBPJ,SBGR,2019-02,23,131.3,142.4,"5,5"
SBPJ,SBSP,2019-02,23,139.3,152.7,"6,7"
SBPJ,SBSP,2019-03,23,134.3,147.7,"6,7"
SBPK,SBSM,2021-04,23,51.3,59,"3,9"
SBPL,SBGR,2019-02,23,149,170.4,"10,7"
SBPL,SBKP,2019-06,23,154,161,"3,5"
SBPL,SBKP,2021-01,23,151.6,163.1,"5,8"
SBPL,SBKP,2022-01,23,152.3,161.7,"4,7"
SBPP,SBKP,2022-04,23,84.3,94.7,"5,2"
SBPS,SBKP,2022-01,23,106.6,118.4,"5,9"
SBPS,SBRJ,2019-02,23,87.3,97,"4,9"
SBPS,SBSP,2020-03,23,115,125,"5,0"
SBPS,SBSP,2021-03,23,114.2,127.7,"6,8"
SBPS,SBSV,2019-06,23,60,69.7,"4,9"
SBPS,SBSV,2020-03,23,55,61.7,"3,4"
SBPV,SBBR,2021-03,23,166.3,174,"3,8"
SBPV,SBCF,2019-02,23,205,217.4,"6,2"
SBPV,SBCF,2019-09,23,197.3,211,"6,8"
SBPV,SBCY,2021-11,23,108.3,116.4,"4,1"
SBPV,SBGR,2021-03,23,210.6,231,"10,2"
SBPV,SBKP,2020-11,23,195,213.4,"9,2"
SBPV,SBRB,2019-03,23,57,65,"4,0"
SBQV,SBSV,2022-05,23,63,69,"3,0"
SBRB,SBCZ,2019-08,23,65,70.4,"2,7"
SBRB,SBCZ,2020-11,23,64.3,77.1,"6,4"
SBRB,SBGR,2019-08,23,224.6,242.8,"9,1"
SBRB,SBGR,2020-03,23,227.2,251.4,"12,1"
SBRB,SBGR,2022-01,23,229.3,243.1,"6,9"
SBRD,SBKP,2019-12,23,98,105,"3,5"
SBRF,SBAR,2020-03,23,78.6,85,"3,2"
SBRF,SBEG,2019-02,23,238.5,255.4,"8,5"
SBRF,SBEG,2019-06,23,241.9,253.7,"5,9"
SBRF,SBEG,2020-03,23,227.3,242.8,"7,8"
SBRF,SBEG,2021-06,23,231,245,"7,0"
SBRF,SBEG,2021-10,23,229.3,238,"4,3"
SBRF,SBEG,2021-11,23,226.6,237.7,"5,5"
SBRF,SBGO,2019-02,23,163,170,"3,5"
SBRF,SBGO,2022-02,23,159.6,166.7,"3,5"
SBRF,SBJU,2020-06,23,63,70,"3,5"
SBRF,SBJU,2021-10,23,64.3,80.5,"8,1"
SBRF,SBKG,2022-02,23,44,52.7,"4,4"
SBRF,SBMO,2020-03,23,46,57.099999999999994,"5,5"
SBRF,SBMS,2019-10,23,80,85,"2,5"
SBRF,SBMS,2020-01,23,82,85,"1,5"
SBRF,SBMS,2021-05,23,77,84.7,"3,9"
SBRF,SBPA,2021-02,23,250.3,269.7,"9,7"
SBRF,SBPL,2022-02,23,72,79.7,"3,9"
SBRF,SBSL,2019-06,23,120,128,"4,0"
SBRF,SBSL,2020-03,23,111,125,"7,0"
SBRF,SBVT,2021-10,23,133.6,146.4,"6,4"
SBRF,SBVT,2021-12,23,141.3,150,"4,3"
SBRF,SNTS,2021-12,23,74,80.1,"3,0"
SBRJ,SBCY,2020-11,23,142.3,162,"9,8"
SBRJ,SBCY,2021-11,23,149.3,162.4,"6,5"
SBRJ,SBFL,2021-02,23,84.3,92.5,"4,1"
SBRJ,SBGO,2022-02,23,96.3,103,"3,4"
SBRJ,SBME,2022-04,23,39,50.7,"5,9"
SBRJ,SBNF,2019-08,23,86,95,"4,5"
SBRJ,SBSJ,2019-07,23,66.3,75,"4,4"
SBRJ,SBUL,2019-01,23,121.3,136.4,"7,6"
SBRJ,SBVT,2021-03,23,56,64.4,"4,2"
SBRP,SBBR,2019-02,23,100,100,"0,0"
SBRP,SBBR,2019-03,23,94,106.4,"6,2"
SBRP,SBBR,2019-06,23,100,100,"0,0"
SBRP,SBBR,2019-07,23,100,100,"0,0"
SBRP,SBBR,2021-11,23,95.3,109.7,"7,2"
SBRP,SBCF,2019-06,23,83,87,"2,0"
SBRP,SBCF,2020-11,23,75.3,89.7,"7,2"
SBRP,SBCT,2019-08,23,97.3,100,"1,4"
SBRP,SBCT,2020-01,23,89,95,"3,0"
SBRP,SBGR,2021-12,23,51.3,59,"3,9"
SBRP,SBRJ,2019-08,23,95,95,"0,0"
SBRP,SBUL,2019-06,23,50,50,"0,0"
SBRP,SBUL,2019-08,23,50,50,"0,0"
SBRP,SBUL,2020-02,23,50,56.7,"3,4"
SBSG,SBKP,2022-01,23,191,206,"7,5"
SBSG,SBRF,2020-03,23,53,59.7,"3,4"
SBSG,SBSP,2022-03,23,202,217,"7,5"
SBSG,SBSV,2019-10,23,90,92,"1,0"
SBSI,SBCY,2020-03,23,56,61.7,"2,9"
SBSI,SBGR,2022-02,23,150,165.1,"7,5"
SBSI,SBKP,2019-07,23,133,149.4,"8,2"
SBSI,SBKP,2019-11,23,134,145,"5,5"
SBSI,SBKP,2020-12,23,138.3,154.1,"7,9"
SBSJ,SBRJ,2019-07,23,55,65,"5,0"
SBSL,SBBR,2020-08,23,138.3,147.7,"4,7"
SBSL,SBBR,2021-04,23,137.3,150,"6,3"
SBSL,SBFZ,2021-01,23,73,79.4,"3,2"
SBSL,SBIZ,2020-12,23,60,71.1,"5,5"
SBSL,SBKP,2022-02,23,195.2,209.7,"7,3"
SBSL,SBKP,2022-03,23,197.3,209.7,"6,2"
SBSL,SBRF,2020-07,23,111,187.7,"38,4"
SBSL,SBSV,2021-12,23,127.6,137.1,"4,8"
SBSL,SBSV,2022-02,23,126.3,135,"4,4"
SBSL,SBTE,2020-01,23,45,52.7,"3,9"
SBSM,SBPA,2021-04,23,44,52.4,"4,2"
SBSN,SBBR,2019-03,23,149.3,155,"2,8"
SBSN,SBBR,2019-04,23,148.3,158.7,"5,2"
SBSN,SBBR,2021-01,23,151.3,164,"6,3"
SBSN,SBBR,2021-08,23,143.3,153.4,"5,0"
SBSO,SBCY,2019-03,23,51.3,56,"2,4"
SBSO,SBCY,2019-04,23,50,55,"2,5"
SBSP,SBFZ,2020-10,23,194.9,205.7,"5,4"
SBSP,SBIL,2021-08,23,114.3,124.1,"4,9"
SBSP,SBJA,2019-01,23,74.3,93.1,"9,4"
SBSP,SBJA,2020-03,23,70,78,"4,0"
SBSP,SBPJ,2019-03,23,141,151,"5,0"
SBSP,SBPS,2021-03,23,108,117.7,"4,9"
SBSR,SBBR,2021-03,23,95.6,104.7,"4,6"
SBSR,SBBR,2022-02,23,97.3,107.8,"5,3"
SBSR,SBCF,2022-01,23,96,104.7,"4,4"
SBSR,SBCF,2022-02,23,93,100.7,"3,9"
SBSR,SBCY,2019-02,23,146,154.4,"4,2"
SBSR,SBCY,2019-08,23,101,154.1,"26,6"
SBSR,SBCY,2020-02,23,90.3,149,"29,4"
SBSV,SBAR,2019-08,23,43,50,"3,5"
SBSV,SBAR,2019-11,23,42,50,"4,0"
SBSV,SBAR,2020-10,23,50,57,"3,5"
SBSV,SBAR,2021-03,23,50,58.4,"4,2"
SBSV,SBAR,2021-12,23,51.3,58.7,"3,7"
SBSV,SBCF,2020-09,23,94,100,"3,0"
SBSV,SBGL,2021-03,23,119.3,127,"3,9"
SBSV,SBIL,2019-07,23,46.3,52.099999999999994,"2,9"
SBSV,SBIL,2019-10,23,43,45.7,"1,4"
SBSV,SBJP,2019-11,23,79.3,88.4,"4,6"
SBSV,SBKP,2020-03,23,138,150,"6,0"
SBSV,SBMO,2019-10,23,57.3,64.7,"3,7"
SBSV,SBMO,2020-01,23,57.3,60.7,"1,7"
SBSV,SBPS,2019-08,23,55,56.7,"0,9"
SBSV,SBQV,2022-05,23,72,80,"4,0"
SBSV,SBSL,2022-02,23,121.2,136.7,"7,7"
SBSV,SBVC,2021-11,23,53.3,63.7,"5,2"
SBSV,SBVT,2019-09,23,84.3,93,"4,4"
SBSV,SBVT,2020-10,23,90,101.7,"5,9"
SBSV,SNBR,2022-01,23,115,130,"7,5"
SBTE,SBFZ,2019-01,23,60.3,64.7,"2,2"
SBTE,SBFZ,2019-10,23,58.3,66.7,"4,2"
SBTE,SBKP,2019-02,23,183.3,198,"7,3"
SBTE,SBRF,2020-03,23,90.3,99.7,"4,7"
SBTE,SBSL,2020-01,23,44.3,46.7,"1,2"
SBTG,SBKP,2019-04,23,87.6,99.1,"5,8"
SBTG,SBKP,2020-02,23,87.6,98,"5,2"
SBTT,SBEG,2019-06,23,102.6,110,"3,7"
SBUL,SBBR,2019-06,23,70,70,"0,0"
SBUL,SBBR,2019-12,23,70,82.4,"6,2"
SBUL,SBBR,2020-02,23,70,80.3,"5,1"
SBUL,SBBR,2022-02,23,63.3,76,"6,4"
SBUL,SBGO,2019-02,23,50,55.7,"2,9"
SBUL,SBGR,2021-04,23,67,73,"3,0"
SBUR,SBCF,2020-02,23,70,77.1,"3,5"
SBUR,SBCF,2021-03,23,71,80.8,"4,9"
SBUY,SBEG,2021-07,23,99,105.7,"3,4"
SBVC,SBCF,2021-11,23,70,77.7,"3,9"
SBVC,SBGR,2022-02,23,113.3,123,"4,9"
SBVC,SBSV,2021-02,23,49,54,"2,5"
SBVC,SBSV,2022-04,23,50,55,"2,5"
SBVT,SBBR,2019-05,23,98.9,106,"3,5"
SBVT,SBCF,2020-03,23,56,63,"3,5"
SBVT,SBFZ,2019-01,23,159.3,174.1,"7,4"
SBVT,SBFZ,2019-07,23,159.3,169.7,"5,2"
SBVT,SBRF,2019-03,23,132.3,140.7,"4,2"
SBVT,SBRF,2021-11,23,125,136,"5,5"
SBVT,SBRF,2022-04,23,129,137,"4,0"
SBVT,SBSV,2019-09,23,84,95,"5,5"
SBVT,SBSV,2020-10,23,86,94.7,"4,4"
SBZM,SBKP,2019-06,23,92.3,95.7,"1,7"
SBZM,SBKP,2021-03,23,87.3,99.4,"6,1"
SGAS,SAEZ,2019-10,23,107,121.7,"7,4"
SLVR,SBGR,2021-03,23,161.5,185,"11,8"
SLVR,SBGR,2021-07,23,160,190,"15,0"
SNBR,SBBR,2021-12,23,83.3,97,"6,9"
SNBR,SBBR,2022-01,23,83,93.7,"5,4"
SNBR,SBCF,2021-10,23,129.6,145.8,"8,1"
SNBR,SBCF,2021-11,23,130,139,"4,5"
SNTF,SBCF,2019-03,23,88.6,99.6,"5,5"
SNTF,SBCF,2019-11,23,85,92.7,"3,9"
SNTF,SBCF,2021-11,23,87,98,"5,5"
SNTO,SBBH,2019-07,23,67.6,79.4,"5,9"
SNTS,SBRF,2022-04,23,74.3,81.7,"3,7"
SSKW,SBCY,2019-01,23,82,85,"1,5"
SUMU,SBGR,2021-11,23,136.9,152.1,"7,6"
SWGN,SBBR,2019-10,23,150,154.1,"2,0"
SWGN,SBBR,2020-03,23,150,158.2,"4,1"
SWGN,SBBR,2021-09,23,142.9,157.4,"7,3"
SWGN,SBBR,2021-10,23,144.3,162.7,"9,2"
SWGN,SBBR,2022-01,23,141.6,159.2,"8,8"
SWLC,SBKP,2019-03,23,113.3,115,"0,9"
SWLC,SBKP,2021-11,23,108,118.7,"5,4"
EDDF,LEMD,2019-07,22,148.15,155,"3,4"
EDDF,SBGR,2020-07,22,678.15,695,"8,4"
EDDF,SBGR,2020-08,22,687.3,702.85,"7,8"
EGLL,SBGR,2020-06,22,494.3,524.85,"15,3"
EHAM,SBGL,2021-07,22,685.2,706.85,"10,8"
EHAM,SBGL,2021-08,22,680.45,700.55,"10,0"
EHAM,SBGL,2021-10,22,668.6,704.25,"17,8"
FNLU,SBGR,2019-11,22,483.45,505,"10,8"
FNLU,SBGR,2019-12,22,468.6,498.25,"14,8"
FNLU,SBGR,2020-01,22,465.15,506.4,"20,6"
GMMN,SBGR,2019-07,22,553,560,"3,5"
KBOS,SBGR,2019-08,22,590.6,646.1999999999999,"27,8"
KBOS,SBGR,2019-09,22,601.3,660.1,"29,4"
KBOS,SBGR,2019-10,22,596.3,617.85,"10,8"
KBOS,SBGR,2019-12,22,598.3,622.85,"12,3"
KBOS,SBGR,2020-01,22,596.15,615,"9,4"
KEWR,SBGR,2020-12,22,540,574.4,"17,2"
KFLL,SBKP,2021-08,22,483.6,503.85,"10,1"
KFLL,SBKP,2022-04,22,492.15,505.7,"6,8"
KJFK,SBGR,2022-01,22,554.15,589.7,"17,8"
KLAX,SCEL,2019-05,22,648.3,650,"0,9"
KLAX,SCEL,2019-06,22,650,650,"0,0"
KLAX,SPJC,2019-02,22,520,520,"0,0"
KMCO,SBGR,2022-01,22,498.15,510,"5,9"
KMIA,SBBR,2019-10,22,454.15,460,"2,9"
KMIA,SBBR,2019-11,22,451.6,457.85,"3,1"
KMIA,SBBR,2019-12,22,439.15,456.85,"8,9"
KMIA,SBFZ,2019-06,22,426,445.55,"9,8"
KMIA,SBFZ,2019-07,22,432.15,448.85,"8,4"
KMIA,SBFZ,2019-08,22,433,452.55,"9,8"
KMIA,SBFZ,2019-10,22,428.6,444.85,"8,1"
KMIA,SBFZ,2020-01,22,402.6,425,"11,2"
KMIA,SBGL,2021-02,22,482,495,"6,5"
KMIA,SKBO,2019-02,22,227,227,"0,0"
KORD,SBGR,2021-11,22,585.6,603,"8,7"
LEMD,SBGL,2019-01,22,645,645,"0,0"
LEMD,SBGL,2019-03,22,645,645,"0,0"
LEMD,SBGL,2019-10,22,635,635,"0,0"
LFPG,SBGL,2020-03,22,695,695,"0,0"
LFPG,SBGL,2022-01,22,676,689,"6,5"
LFPG,SBGR,2020-08,22,685.15,708.55,"11,7"
LFPO,SBKP,2019-05,22,,,
LPPT,SBBR,2019-04,22,570,570,"0,0"
LPPT,SBBR,2019-06,22,570,575.25,"2,6"
LPPT,SBBR,2022-05,22,556.15,592,"17,9"
LPPT,SBCF,2019-04,22,570,570,"0,0"
LPPT,SBCF,2020-02,22,580,585,"2,5"
LPPT,SBFZ,2021-12,22,442.3,467.7,"12,7"
LPPT,SBFZ,2022-01,22,450.6,467.55,"8,5"
LPPT,SBKP,2021-10,22,584.6,615.55,"15,5"
LPPT,SBRF,2019-01,22,470,470,"0,0"
LPPT,SBRF,2021-09,22,440.45,460,"9,8"
LPPT,SBSV,2022-04,22,483.15,513.55,"15,2"
LSZH,SBGR,2020-03,22,686.95,696.05,"4,5"
LSZH,SBGR,2021-04,22,698,714,"8,0"
MMMX,SBGR,2020-10,22,569,586,"8,5"
MPTO,SBBR,2022-03,22,342.15,452.39999999999975,"55,1"
MPTO,SBBR,2022-04,22,335,343.85,"4,4"
MPTO,SBCF,2019-02,22,415,421,"3,0"
MPTO,SBCF,2019-05,22,411,411,"0,0"
MPTO,SBCF,2022-05,22,371.15,439.09999999999997,"34,0"
OMDB,SBGL,2019-04,22,,,
OMDB,SBGR,2021-03,22,,,
OMDB,SBGR,2021-04,22,,,
SAAR,SBGL,2019-01,22,165,176,"5,5"
SAAR,SBGL,2019-08,22,167.45,175,"3,8"
SAAR,SBGL,2019-09,22,159.3,176.85,"8,8"
SAAR,SBGL,2019-10,22,167.15,177.54999999999998,"5,2"
SAEZ,SBFL,2019-08,22,115,120.85,"2,9"
SAEZ,SBFL,2019-09,22,110.3,129,"9,4"
SAEZ,SBFL,2019-10,22,115,123.69999999999999,"4,3"
SAEZ,SBFL,2019-12,22,112,123,"5,5"
SAEZ,SBFL,2022-02,22,115,123,"4,0"
SAEZ,SBGL,2022-02,22,161.15,177.25,"8,0"
SAEZ,SBKP,2020-03,22,150.15,162.85,"6,3"
SAEZ,SBPS,2019-09,22,230,230,"0,0"
SAEZ,SBSV,2019-08,22,265,265,"0,0"
SAEZ,SBSV,2019-09,22,265,265,"0,0"
SAEZ,SBSV,2019-12,22,260,260,"0,0"
SAEZ,SGAS,2019-05,22,106.6,122.55,"8,0"
SAEZ,SGAS,2019-09,22,109.15,124.69999999999999,"7,8"
SBAE,SBGR,2019-03,22,53.3,65.85,"6,3"
SBAE,SBKP,2019-06,22,49,57.849999999999994,"4,4"
SBAE,SBKP,2020-03,22,47.3,54.849999999999994,"3,8"
SBAE,SBKP,2022-02,22,48,56,"4,0"
SBAE,SBML,2019-04,22,35,41,"3,0"
SBAE,SBML,2019-08,22,30.15,35,"2,4"
SBAR,SBBR,2022-04,22,125,134.85,"4,9"
SBAR,SBGL,2020-03,22,136.15,144.85,"4,3"
SBAR,SBKP,2021-06,22,154.15,168.7,"7,3"
SBAR,SBSV,2020-02,22,45,52,"3,5"
SBAT,SBCY,2020-03,22,67,74.85,"3,9"
SBAU,SBGR,2021-11,22,80.15,89,"4,4"
SBBE,SBCF,2020-07,22,166.3,185.54999999999998,"9,6"
SBBE,SBCJ,2020-01,22,68.15,71.85,"1,8"
SBBE,SBCJ,2021-08,22,66.15,76.55,"5,2"
SBBE,SBEG,2019-04,22,118.15,124,"2,9"
SBBE,SBEG,2021-09,22,117,123.85,"3,4"
SBBE,SBFZ,2020-08,22,108,117,"4,5"
SBBE,SBGL,2020-09,22,206,215,"4,5"
SBBE,SBHT,2020-03,22,55.6,65.85,"5,1"
SBBE,SBIZ,2021-01,22,59,64.85,"2,9"
SBBE,SBMA,2022-04,22,59.3,67,"3,9"
SBBE,SBRF,2020-01,22,143,148,"2,5"
SBBE,SBSL,2020-03,22,57.15,63.849999999999994,"3,3"
SBBG,SBPA,2022-03,22,78.15,88.85,"5,3"
SBBG,SBPA,2022-05,22,75,88.85,"6,9"
SBBH,SBJD,2019-08,22,105,105,"0,0"
SBBR,KMIA,2019-11,22,456,475,"9,5"
SBBR,LPPT,2019-04,22,532.35,545,"6,3"
SBBR,LPPT,2019-06,22,533.05,545,"6,0"
SBBR,LPPT,2022-05,22,509,539,"15,0"
SBBR,MPTO,2022-03,22,329.45,347.55,"9,1"
SBBR,SBBV,2021-06,22,213.15,222.85,"4,8"
SBBR,SBBV,2021-08,22,212.15,222.7,"5,3"
SBBR,SBCY,2020-03,22,96,110.1,"7,0"
SBBR,SBFZ,2020-07,22,153,164.85,"5,9"
SBBR,SBGO,2021-03,22,40.15,46.849999999999994,"3,3"
SBBR,SBGO,2021-05,22,41,45.849999999999994,"2,4"
SBBR,SBIZ,2019-08,22,113,125.85,"6,4"
SBBR,SBIZ,2020-03,22,107.3,115.69999999999999,"4,2"
SBBR,SBIZ,2020-10,22,112.15,130,"8,9"
SBBR,SBIZ,2020-11,22,106.15,116.85,"5,3"
SBBR,SBMA,2019-06,22,112.15,117.85,"2,8"
SBBR,SBMA,2020-03,22,115,125.85,"5,4"
SBBR,SBMA,2020-11,22,117.15,126.85,"4,8"
SBBR,SBMQ,2019-06,22,158.15,167.85,"4,8"
SBBR,SBMQ,2021-07,22,160.3,169.85,"4,8"
SBBR,SBPJ,2020-12,22,75.15,86.39999999999999,"5,6"
SBBR,SBPV,2020-11,22,167.15,178.85,"5,8"
SBBR,SBSL,2021-03,22,134.3,141,"3,3"
SBBR,SBSN,2019-06,22,149,156.85,"3,9"
SBBR,SBSN,2019-10,22,148,156.85,"4,4"
SBBR,SBSN,2020-03,22,149.15,157,"3,9"
SBBR,SBSN,2021-07,22,149.15,157.85,"4,3"
SBBR,SBSN,2022-03,22,143.3,160.85,"8,8"
SBBR,SBSN,2022-05,22,150.15,161.7,"5,8"
SBBR,SBSR,2020-10,22,101,115.39999999999999,"7,2"
SBBR,SBSR,2021-05,22,99.15,105.85,"3,3"
SBBR,SBSR,2021-11,22,101.15,112,"5,4"
SBBR,SBSR,2022-02,22,100,109.85,"4,9"
SBBR,SBUL,2020-10,22,70,83.69999999999999,"6,8"
SBBR,SBUL,2020-12,22,72.3,79,"3,4"
SBBR,SBUL,2022-02,22,67.15,80,"6,4"
SBBR,SBVT,2020-10,22,100,107.85,"3,9"
SBBR,SBVT,2020-11,22,95.45,102,"3,3"
SBBR,SNBR,2022-01,22,91,101.69999999999999,"5,3"
SBBR,SWGN,2019-09,22,155,155,"0,0"
SBBR,SWGN,2020-10,22,145,156.7,"5,8"
SBBR,SWGN,2021-11,22,148,159.54999999999998,"5,8"
SBBV,SBBR,2020-11,22,212.15,229.54999999999998,"8,7"
SBBV,SBBR,2021-06,22,208.15,215,"3,4"
SBBV,SBEG,2020-03,22,73.15,78,"2,4"
SBBW,SBCY,2021-01,22,96.15,103.85,"3,8"
SBBW,SBCY,2022-03,22,97,109.69999999999999,"6,3"
SBCA,SBCT,2021-10,22,72.15,80.85,"4,3"
SBCB,SBCF,2019-01,22,56,63.849999999999994,"3,9"
SBCF,LPPT,2020-02,22,545,545,"0,0"
SBCF,MPTO,2019-02,22,408,420,"6,0"
SBCF,MPTO,2019-04,22,419,419,"0,0"
SBCF,MPTO,2019-05,22,415,415,"0,0"
SBCF,SBBR,2020-07,22,74.15,82.85,"4,3"
SBCF,SBCB,2019-01,22,64,67.55,"1,8"
SBCF,SBCG,2019-02,22,115.15,121.85,"3,3"
SBCF,SBCG,2020-02,22,108.3,117.85,"4,8"
SBCF,SBCJ,2019-08,22,150,154,"2,0"
SBCF,SBCJ,2019-10,22,147,155,"4,0"
SBCF,SBCJ,2020-10,22,144.15,153.54999999999998,"4,7"
SBCF,SBCY,2019-04,22,127.15,138,"5,4"
SBCF,SBCY,2019-08,22,130,143.39999999999998,"6,7"
SBCF,SBCY,2019-12,22,126.3,139.85,"6,8"
SBCF,SBFL,2019-10,22,108,116,"4,0"
SBCF,SBFL,2022-04,22,104.15,114,"4,9"
SBCF,SBFZ,2020-10,22,160.15,168.7,"4,3"
SBCF,SBFZ,2021-02,22,159,165,"3,0"
SBCF,SBGL,2022-03,22,56,64,"4,0"
SBCF,SBIL,2019-04,22,78.45,86.85,"4,2"
SBCF,SBJP,2021-01,22,152.15,161,"4,4"
SBCF,SBLO,2022-03,22,132.45,149.7,"8,6"
SBCF,SBLO,2022-04,22,138.05,157.7,"9,8"
SBCF,SBMA,2021-09,22,146,153.85,"3,9"
SBCF,SBMA,2021-11,22,142,151.85,"4,9"
SBCF,SBMO,2020-12,22,128.15,134,"2,9"
SBCF,SBMO,2021-10,22,125.15,134,"4,4"
SBCF,SBPA,2020-10,22,137,151.54999999999998,"7,3"
SBCF,SBPL,2020-07,22,247.45,272,"12,3"
SBCF,SBPV,2019-01,22,200.3,213.7,"6,7"
SBCF,SBPV,2019-02,22,213,222.54999999999998,"4,8"
SBCF,SBRP,2021-02,22,81,92.55,"5,8"
SBCF,SBSG,2019-07,22,160.3,169.85,"4,8"
SBCF,SBSL,2019-02,22,168,170,"1,0"
SBCF,SBSR,2022-02,22,99.15,111.69999999999999,"6,3"
SBCF,SBSV,2020-09,22,94.15,100.69999999999999,"3,3"
SBCF,SBUR,2021-04,22,79.15,87,"3,9"
SBCF,SBUR,2022-04,22,82,88.85,"3,4"
SBCF,SBVC,2020-10,22,71,75.69999999999999,"2,3"
SBCF,SBVT,2020-03,22,60,63.849999999999994,"1,9"
SBCF,SNBR,2020-01,22,136.15,140,"1,9"
SBCF,SNBR,2021-12,22,134,147.54999999999998,"6,8"
SBCF,SNTF,2019-04,22,90,97,"3,5"
SBCF,SNTF,2020-02,22,91,96.85,"2,9"
SBCF,SNTF,2020-12,22,91,101.85,"5,4"
SBCF,SNTF,2021-12,22,89.15,99.69999999999999,"5,3"
SBCG,SBBR,2021-03,22,86,92.69999999999999,"3,3"
SBCG,SBCF,2020-02,22,104,111,"3,5"
SBCG,SBCT,2020-02,22,80,86.85,"3,4"
SBCG,SBCT,2021-02,22,77,85,"4,0"
SBCG,SBCY,2021-02,22,62.15,67.85,"2,8"
SBCG,SBGO,2021-07,22,80,90,"5,0"
SBCG,SBGO,2022-03,22,85,95,"5,0"
SBCH,SBFL,2020-03,22,53,60.699999999999996,"3,8"
SBCH,SBFL,2022-02,22,54.15,61.699999999999996,"3,8"
SBCH,SBGR,2019-10,22,86,90,"2,0"
SBCH,SBGR,2020-09,22,84,92,"4,0"
SBCJ,SBBE,2021-08,22,60.15,65,"2,4"
SBCJ,SBCF,2019-05,22,135.15,147.85,"6,3"
SBCJ,SBCF,2019-07,22,139,150,"5,5"
SBCJ,SBCF,2019-08,22,135.3,145,"4,8"
SBCJ,SBCF,2020-01,22,143,151,"4,0"
SBCJ,SBCF,2020-10,22,142,148.7,"3,3"
SBCJ,SBCF,2022-01,22,140.15,152,"5,9"
SBCJ,SBMA,2019-08,22,27,34.849999999999994,"3,9"
SBCP,SBGL,2020-01,22,55.3,62.55,"3,6"
SBCP,SBRJ,2022-04,22,52,65.85,"6,9"
SBCR,SBDB,2019-11,22,40.15,45,"2,4"
SBCT,SBCA,2022-04,22,83,96.85,"6,9"
SBCT,SBCG,2019-06,22,90.15,97,"3,4"
SBCT,SBCG,2020-02,22,86,95.85,"4,9"
SBCT,SBCG,2021-02,22,83.15,91,"3,9"
SBCT,SBCG,2021-11,22,87,96,"4,5"
SBCT,SBFI,2021-02,22,67,76.85,"4,9"
SBCT,SBFL,2022-04,22,54,61.849999999999994,"3,9"
SBCT,SBLO,2020-11,22,73,79.85,"3,4"
SBCT,SBLO,2022-02,22,67.3,77,"4,9"
SBCT,SBMG,2022-02,22,68.15,80.85,"6,3"
SBCT,SBRJ,2019-08,22,77.15,80,"1,4"
SBCT,SBRJ,2021-04,22,72,78.85,"3,4"
SBCT,SBRJ,2021-05,22,70.15,82.85,"6,3"
SBCT,SBRP,2020-02,22,94.45,104,"4,8"
SBCT,SBSP,2021-03,22,50.15,55.849999999999994,"2,8"
SBCT,SBTD,2019-04,22,86.15,95.85,"4,8"
SBCT,SBTD,2019-11,22,88.15,97,"4,4"
SBCX,SBGR,2020-12,22,86,95,"4,5"
SBCX,SBKP,2019-10,22,81.3,96.39999999999999,"7,5"
SBCY,SBAT,2020-03,22,70,81.85,"5,9"
SBCY,SBBR,2020-03,22,92,104,"6,0"
SBCY,SBBW,2022-03,22,105.45,117.85,"6,2"
SBCY,SBCF,2019-04,22,120.45,126,"2,8"
SBCY,SBCF,2019-08,22,115.15,127.69999999999999,"6,3"
SBCY,SBCF,2019-10,22,118,126,"4,0"
SBCY,SBCF,2019-12,22,122.15,125,"1,4"
SBCY,SBCG,2021-02,22,67,75.55,"4,3"
SBCY,SBCG,2021-10,22,65.15,72,"3,4"
SBCY,SBGO,2020-02,22,77.15,85.85,"4,3"
SBCY,SBJI,2020-03,22,83,92.85,"4,9"
SBCY,SBLO,2020-03,22,95.15,106,"5,4"
SBCY,SBPV,2019-02,22,115,118.85,"1,9"
SBCY,SBRF,2022-01,22,199.15,209,"4,9"
SBCY,SBSI,2019-02,22,76.3,86,"4,9"
SBCY,SBSO,2019-03,22,52,58.849999999999994,"3,4"
SBCY,SBSR,2019-05,22,139.3,149.85,"5,3"
SBCY,SBVH,2019-04,22,93,102.69999999999999,"4,8"
SBCY,SSKW,2019-02,22,78.15,86,"3,9"
SBCY,SSKW,2019-06,22,82.3,88.55,"3,1"
SBCZ,SBRB,2019-10,22,67,70,"1,5"
SBCZ,SBRB,2019-11,22,63,70.85,"3,9"
SBCZ,SBRB,2020-01,22,65,71,"3,0"
SBCZ,SBRB,2021-01,22,67,73.85,"3,4"
SBDB,SBKP,2019-11,22,88.3,101.69999999999999,"6,7"
SBDB,SBKP,2020-01,22,90.3,100,"4,9"
SBEG,SBBE,2019-04,22,122,129.7,"3,8"
SBEG,SBBV,2020-03,22,72,80,"4,0"
SBEG,SBFZ,2020-08,22,197.3,212,"7,3"
SBEG,SBGR,2020-04,22,212.3,229.7,"8,7"
SBEG,SBRF,2020-03,22,224.45,237,"6,3"
SBEG,SBRF,2021-02,22,224,235.85,"5,9"
SBEG,SBRF,2021-06,22,223,230.85,"3,9"
SBEG,SBRF,2021-11,22,231.15,242.7,"5,8"
SBEG,SBSN,2019-08,22,65,69,"2,0"
SBEG,SBTT,2020-03,22,103,112.39999999999999,"4,7"
SBFI,SBGL,2021-09,22,104.15,111,"3,4"
