ADEP,ADES,Date,Arrivals,P15,P85,(P85-P15)/2
KJFK,SBGR,2019-01,123,574.7125,602.625,"14,0"
KMIA,SBGR,2019-05,123,483.7125,505.625,"11,0"
KMIA,SBGR,2019-12,123,492.25,505,"6,4"
MPTO,SBGR,2021-08,123,362.55,384.4,"10,9"
SBBE,SBMQ,2019-09,123,46.95,53.92999999999999,"3,5"
SBBR,SBBE,2020-01,123,145.0875,151.375,"3,1"
SBBR,SBCT,2019-01,123,108.42,117.74000000000001,"4,7"
SBBR,SBCY,2019-07,123,99.1,108.89000000000001,"4,9"
SBBR,SBMO,2019-01,123,135.32,143.15,"3,9"
SBBR,SBRF,2019-03,123,145.9,156.98,"5,5"
SBCF,SBBR,2022-02,123,74.79,83.05,"4,1"
SBCF,SBSV,2019-08,123,97.4,103.77000000000001,"3,2"
SBEG,SBGR,2022-01,123,228.5875,243.75,"7,6"
SBFI,SBCT,2020-01,123,60.55,66.97999999999999,"3,2"
SBFI,SBGL,2019-01,123,115.25,124.075,"4,4"
SBGL,SBFI,2019-01,123,120.5875,128.125,"3,8"
SBGL,SBFZ,2020-02,123,183.25,198.75,"7,8"
SBGO,SBKP,2021-11,123,83.96,97.08,"6,6"
SBGR,KMIA,2019-07,123,493.875,504.625,"5,4"
SBGR,KMIA,2019-10,123,491.5875,500.8625,"4,6"
SBGR,KMIA,2019-12,123,494.75,505,"5,1"
SBGR,MPTO,2021-08,123,376.3,397.7375,"10,7"
SBGR,SBBE,2019-04,123,203.6,218.32,"7,4"
SBGR,SBFL,2020-08,123,67.75999999999999,76.57000000000001,"4,4"
SBGR,SBFZ,2021-04,123,190.91,204.45,"6,8"
SBGR,SBSL,2020-01,123,197.5875,207,"4,7"
SBGR,SGAS,2019-07,123,122.5,133.1625,"5,3"
SBJP,SBRF,2021-11,123,30.85,39.88,"4,5"
SBKP,SBSR,2019-04,123,72.33,78.97999999999999,"3,3"
SBLO,SBSP,2019-05,123,59.85,70.03999999999999,"5,1"
SBRF,SBRJ,2022-05,123,170.2125,183.125,"6,5"
SBRJ,SBKP,2022-02,123,63.88000000000001,73.53999999999999,"4,8"
SBRJ,SBRF,2022-03,123,158.4625,169.7875,"5,7"
SBRJ,SBRF,2022-05,123,157.75,171.1625,"6,7"
SBRJ,SBSV,2020-01,123,115.0875,122.325,"3,6"
SBRJ,SBSV,2020-10,123,113.55999999999999,124.58,"5,5"
SBSP,SBLO,2019-05,123,65.24000000000001,76.28,"5,5"
SBSR,SBKP,2019-03,123,67.25,75.78,"4,3"
SBVT,SBCF,2019-10,123,54.58,60.120000000000005,"2,8"
SBVT,SBRJ,2021-07,123,60.17999999999999,68.53,"4,2"
SGAS,SBGR,2019-07,123,112.625,126.625,"7,0"
SPJC,SBGR,2019-06,123,270.2,289.85,"9,8"
KMIA,SBGR,2019-07,122,489.5,509.125,"9,8"
KMIA,SBGR,2019-10,122,497.875,509.7375,"5,9"
SBBR,SBFZ,2021-12,122,146.8,156.825,"5,0"
SBBR,SBMO,2019-03,122,136.12,145.68,"4,8"
SBCF,SBUL,2019-04,122,87.22999999999999,95.38,"4,1"
SBCT,SBGR,2021-04,122,58.11,66.1,"4,0"
SBCT,SBRJ,2021-11,122,72.42999999999999,81.43999999999998,"4,5"
SBEG,SBFZ,2022-01,122,195.3,205.975,"5,3"
SBFI,SBGR,2022-03,122,89.76,100.32000000000001,"5,3"
SBFZ,SBGL,2022-02,122,188.92000000000002,199.15,"5,1"
SBGL,SBKP,2019-08,122,68.58,74.71000000000001,"3,1"
SBGL,SBSP,2019-06,122,62.54,73.60999999999999,"5,5"
SBGR,SBAR,2021-12,122,142,156.77499999999998,"7,4"
SBGR,SBEG,2019-06,122,222.49,241.60999999999999,"9,6"
SBGR,SPJC,2019-06,122,299.95,318.67499999999995,"9,4"
SBJP,SBGR,2021-12,122,196.375,210.625,"7,1"
SBKP,SBCY,2019-04,122,122.17999999999999,130.95999999999998,"4,4"
SBKP,SBGO,2019-08,122,83.35,89.46,"3,1"
SBKP,SBRF,2022-03,122,175.925,190.9125,"7,5"
SBMO,SBRF,2021-10,122,45.4,51.96,"3,3"
SBPA,SBCT,2021-08,122,62.19,74.22,"6,0"
SBRF,SBGR,2020-07,122,180.08,193.29000000000002,"6,6"
SBRF,SBKP,2019-09,122,185.31,196.48,"5,6"
SBRF,SBSG,2020-12,122,59.46,68.25,"4,4"
SBRF,SBSV,2019-10,122,75.86,84.15,"4,1"
SBRJ,SBCF,2021-02,122,55.89,66.03,"5,1"
SBRJ,SBPA,2019-02,122,114.15,127.47999999999999,"6,7"
SBSL,SBGR,2020-01,122,210.2125,220.25,"5,0"
SBSN,SBBE,2019-09,122,78.28999999999999,84.8,"3,3"
SBSP,SBSR,2019-10,122,59.839999999999996,69.04,"4,6"
SBSV,SBRJ,2020-01,122,123.7125,130.825,"3,6"
SBVT,SBKP,2021-02,122,91.08,101.97,"5,4"
SBVT,SBRJ,2020-11,122,58.209999999999994,66.32000000000001,"4,1"
MPTO,SBGR,2021-07,121,362.3875,382.625,"10,1"
SBAR,SBGR,2019-12,121,158.13750000000002,172.9125,"7,4"
SBBR,SBCF,2022-02,121,71.83,80.23999999999998,"4,2"
SBBR,SBFZ,2021-01,121,146.7625,155.4875,"4,4"
SBBR,SBPA,2019-03,121,144.57,160.94,"8,2"
SBBR,SBPA,2019-06,121,145.91,158.27,"6,2"
SBBR,SBPA,2019-08,121,145.81,157.54,"5,9"
SBBR,SBSV,2019-10,121,108.44000000000001,119.29,"5,4"
SBCF,SBPS,2022-01,121,72.35,79.42,"3,5"
SBCF,SBRF,2022-01,121,140.53,152.05,"5,8"
SBCF,SBSV,2021-06,121,92.4,100.53999999999999,"4,1"
SBCY,SBSP,2019-07,121,118.88,131,"6,1"
SBFZ,SBSV,2021-12,121,105.1375,116.125,"5,5"
SBGL,SBFI,2019-11,121,124.96,135.2,"5,1"
SBGR,KMIA,2019-08,121,494.125,504.6,"5,2"
SBGR,MPTO,2021-07,121,376.125,396.125,"10,0"
SBGR,SBAR,2021-01,121,150.1375,161.45,"5,7"
SBGR,SBAR,2022-01,121,150.6125,162.95,"6,2"
SBGR,SBFI,2022-03,121,95.11,105.78,"5,3"
SBGR,SBJP,2021-12,121,175.425,188.625,"6,6"
SBJP,SBRF,2021-09,121,30.07,36.14,"3,0"
SBKP,SBRF,2022-05,121,175.7125,189.98749999999998,"7,1"
SBKP,SBRP,2019-09,121,52.58,58.2,"2,8"
SBLO,SBSP,2019-09,121,59.489999999999995,70.52000000000001,"5,5"
SBPA,SBKP,2019-01,121,93.6,103.8,"5,1"
SBPA,SBKP,2021-02,121,89.17,98.26,"4,5"
SBPA,SBRJ,2019-05,121,104.16,115.59,"5,7"
SBRF,SBBR,2020-10,121,150.7,163.54999999999998,"6,4"
SBRF,SBJP,2021-09,121,36.260000000000005,45.28,"4,5"
SBRF,SBJP,2021-10,121,36.29,43.9,"3,8"
SBRF,SBMO,2020-12,121,47.75,55.79,"4,0"
SBRF,SBRJ,2021-12,121,168.375,186.47500000000002,"9,1"
SBRF,SBRJ,2022-03,121,164.8875,176.1125,"5,6"
SBRF,SBSG,2022-04,121,61.080000000000005,70.66999999999999,"4,8"
SBRJ,SBCT,2019-05,121,81.9,91.6,"4,9"
SBRJ,SBPA,2019-06,121,117.4,127.85,"5,2"
SBSL,SBBR,2020-01,121,141.425,149.4125,"4,0"
SBSP,SBSR,2020-02,121,59.260000000000005,68.03999999999999,"4,4"
SBSR,SBSP,2020-02,121,57.13000000000001,71.05,"7,0"
SBSV,SBBR,2021-07,121,114.8375,124.2,"4,7"
SBSV,SBCF,2019-08,121,97.55999999999999,104.28999999999999,"3,4"
SBSV,SBRJ,2019-12,121,121.8125,131.45,"4,8"
SBUL,SBCF,2019-08,121,74.61,82.03,"3,7"
SBVT,SBKP,2022-02,121,98.16,108.08999999999999,"5,0"
SCEL,SBGL,2019-03,121,234.925,256.6,"10,8"
SPJC,SBGR,2020-01,121,291.8375,309.625,"8,9"
MPTO,SBGR,2021-09,120,368.675,396.725,"14,0"
MPTO,SBGR,2022-04,120,372.175,386.325,"7,1"
SBAR,SBGR,2021-12,120,159.22500000000002,175,"7,9"
SBAR,SBGR,2022-01,120,151.3,164.85,"6,8"
SBBR,SBFZ,2021-11,120,147.76250000000002,159,"5,6"
SBBR,SBGL,2019-02,120,95.01000000000002,107.2,"6,1"
SBBR,SBRF,2021-02,120,144.08,154.07,"5,0"
SBBR,SBSV,2022-05,120,104.225,114.95,"5,4"
SBCT,SBKP,2019-11,120,54.92,62.260000000000005,"3,7"
SBFI,SBGL,2019-11,120,108.92999999999999,121.22999999999999,"6,1"
SBFZ,SBGR,2021-04,120,199.57,211.63000000000002,"6,0"
SBGL,SBKP,2022-03,120,68.09,78.47,"5,2"
SBGO,SBGR,2022-02,120,91.62,102.03999999999999,"5,2"
SBGR,MPTO,2021-09,120,359.775,392.2375,"16,2"
SBGR,MPTO,2021-11,120,370.5875,390.04999999999995,"9,7"
SBGR,SBAR,2019-12,120,149.35,168.825,"9,7"
SBGR,SBEG,2019-10,120,221.84,235.73000000000002,"6,9"
SBGR,SBGO,2022-02,120,89.05,101.68,"6,3"
SBGR,SBNF,2022-02,120,62.83,73.4,"5,3"
SBGR,SBSV,2020-07,120,133.82,143.37,"4,8"
SBGR,SBVT,2022-03,120,88.75,100.30999999999999,"5,8"
SBJP,SBGR,2019-07,120,191.5125,203.6125,"6,0"
SBJP,SBRF,2021-12,120,29.330000000000002,37.470000000000006,"4,1"
SBKP,SBCG,2022-05,120,95.575,108.65,"6,5"
SBKP,SBGO,2019-04,120,83.85,91.56,"3,9"
SBKP,SBPA,2019-06,120,98.12,104.72,"3,3"
SBKP,SBRF,2021-08,120,174.125,187.225,"6,5"
SBKP,SBRF,2022-04,120,174.8375,186.3125,"5,7"
SBKP,SBRP,2019-01,120,56.61,65.13,"4,3"
SBKP,SBRP,2021-08,120,51.875,63.9,"6,0"
SBKP,SBSR,2019-02,120,71.7,80.53,"4,4"
SBLO,SBSP,2019-03,120,59.45,72.03999999999999,"6,3"
SBMO,SBBR,2020-01,120,136.125,148.125,"6,0"
SBNF,SBGR,2022-02,120,64.93,76.49,"5,8"
SBNF,SBKP,2019-01,120,63.375,71.7,"4,2"
SBPA,SBCT,2021-10,120,63.57000000000001,70.63000000000001,"3,5"
SBRF,SBCF,2022-03,120,143.825,153.55,"4,9"
SBRF,SBKP,2019-03,120,187.8,198.8,"5,5"
SBRF,SBKP,2021-03,120,181.85,194.4,"6,3"
SBRJ,SBCT,2019-11,120,77.17,87.06,"4,9"
SBRJ,SBCT,2020-12,120,78,88.47,"5,2"
SBRJ,SBSV,2019-12,120,115.35,123.025,"3,8"
SBRP,SBKP,2019-09,120,53.23,61.5,"4,1"
SBSP,SBLO,2019-03,120,64.41,74.85,"5,2"
SBSP,SBUL,2019-03,120,68.92,79.52,"5,3"
SBSV,SBBR,2019-08,120,113.02000000000001,121.5,"4,2"
SBSV,SBBR,2022-05,120,112.375,125.25,"6,4"
SBUL,SBCF,2022-05,120,72.475,82.775,"5,1"
SBVT,SBCF,2019-08,120,55.98,62,"3,0"
KMIA,SBGR,2019-04,119,489.4375,501.4375,"6,0"
KMIA,SBGR,2019-06,119,483.6125,502.6,"9,5"
SBAR,SBGR,2020-01,119,159.4,173.5375,"7,1"
SBBE,SBMQ,2020-01,119,50,55.5,"2,8"
SBBR,SBBE,2021-11,119,143.3875,152.4875,"4,6"
SBBR,SBEG,2019-04,119,167.20999999999998,175.91,"4,3"
SBBR,SBEG,2019-08,119,174.23,184.32,"5,0"
SBBR,SBRJ,2021-02,119,95.41,106.38,"5,5"
SBBR,SBSG,2022-01,119,153.875,162.875,"4,5"
SBCT,SBBR,2019-01,119,104.85999999999999,113.67999999999999,"4,4"
SBCT,SBMG,2019-11,119,62.4,71.48,"4,5"
SBCT,SBPA,2021-11,119,69.22,78.41999999999999,"4,6"
SBCT,SBRJ,2019-11,119,74.32000000000001,83.11,"4,4"
SBEG,SBGR,2022-02,119,225.6,240.91,"7,7"
SBFI,SBGL,2019-07,119,101.85,113.1,"5,6"
SBFI,SBGR,2021-06,119,84.475,96.2875,"5,9"
SBFL,SBGL,2019-01,119,85.125,95.5,"5,2"
SBFL,SBKP,2021-08,119,70.5,79.475,"4,5"
SBGL,SBFI,2019-07,119,129.525,142.85,"6,7"
SBGL,SBFL,2019-01,119,88.9375,102.1875,"6,6"
SBGL,SBFZ,2020-01,119,183.975,194.25,"5,1"
SBGL,SBKP,2019-03,119,67.35999999999999,76.36,"4,5"
SBGL,SBKP,2020-02,119,64.19,76.62,"6,2"
SBGL,SBRF,2022-01,119,165.575,181.4,"7,9"
SBGL,SBSG,2020-01,119,176.525,183.875,"3,7"
SBGL,SBSV,2019-08,119,122.1875,127.1875,"2,5"
SBGL,SCEL,2019-03,119,267.75,286.075,"9,2"
SBGO,SBKP,2021-05,119,82.25,91.625,"4,7"
SBGR,KMIA,2019-04,119,497.2375,509.275,"6,0"
SBGR,KMIA,2019-09,119,489.1,501.775,"6,3"
SBGR,MPTO,2022-04,119,371.61249999999995,388.65,"8,5"
SBGR,SABE,2019-01,119,137.75,146.5,"4,4"
SBGR,SBAR,2019-01,119,151.25,160.75,"4,8"
SBGR,SBEG,2019-01,119,216.3375,228.35,"6,0"
SBGR,SBEG,2022-01,119,222.5,241.075,"9,3"
SBGR,SBFI,2021-06,119,99.13749999999999,112.025,"6,4"
SBGR,SBFZ,2020-07,119,198.23000000000002,212.25,"7,0"
SBGR,SBLO,2022-04,119,71.85,81.55,"4,8"
SBGR,SBPS,2020-12,119,103.75,113.5625,"4,9"
SBGR,SGAS,2019-05,119,117.25,133.5625,"8,2"
SBGR,SUMU,2020-01,119,154.5625,165.25,"5,3"
SBJP,SBRF,2021-10,119,30.060000000000002,38.120000000000005,"4,0"
SBKP,SBFL,2021-05,119,67.5625,76.8125,"4,6"
SBKP,SBFL,2021-08,119,66.125,75.125,"4,5"
SBKP,SBGL,2019-03,119,59.23,67.62,"4,2"
SBKP,SBGO,2021-05,119,81.75,90.25,"4,3"
SBKP,SBRF,2021-01,119,179.25,195.375,"8,1"
SBKP,SBRF,2021-03,119,174.975,188.5125,"6,8"
SBKP,SBRF,2021-05,119,171,184.8125,"6,9"
SBKP,SBRP,2019-04,119,54.220000000000006,63.339999999999996,"4,6"
SBMK,SBCF,2022-05,119,60.8125,69.375,"4,3"
SBMO,SBBR,2021-07,119,142.625,152.5625,"5,0"
SBNF,SBSP,2022-03,119,55.459999999999994,64.51,"4,5"
SBPA,SBBR,2019-04,119,138.85,152.75,"6,9"
SBPA,SBBR,2019-09,119,137.22,151.01,"6,9"
SBRF,SBBR,2019-02,119,143.94,158.68,"7,4"
SBRF,SBCF,2022-05,119,145.6875,156.9375,"5,6"
SBRF,SBGL,2022-01,119,165.9375,178.275,"6,2"
SBRF,SBKP,2021-05,119,184.1875,199.625,"7,7"
SBRF,SBKP,2021-08,119,183.6875,196,"6,2"
SBRF,SBKP,2022-05,119,189.4875,203.2875,"6,9"
SBRF,SBMO,2021-07,119,46,54.61,"4,3"
SBRF,SBSG,2021-04,119,54.27,61.129999999999995,"3,4"
SBRJ,SBCT,2021-11,119,82.09,90.09,"4,0"
SBRJ,SBRF,2021-12,119,152.0875,165.70000000000002,"6,8"
SBRJ,SBVT,2019-06,119,57.220000000000006,67.14000000000001,"5,0"
SBSG,SBGL,2020-01,119,182.5625,191.5,"4,5"
SBSG,SBRF,2021-04,119,49.95,57.06,"3,6"
SBSP,SBFZ,2022-03,119,197.1,211.89000000000001,"7,4"
SBSV,SBGL,2019-08,119,121.8125,131.4375,"4,8"
SBUL,SBSP,2019-03,119,67.38,80.82000000000001,"6,7"
SGAS,SBGR,2019-05,119,111.5625,128.0625,"8,3"
SBAR,SBGR,2021-01,118,151.1375,167.4125,"8,1"
SBBE,SBBR,2020-01,118,148.85,159.375,"5,3"
SBBE,SBBR,2021-11,118,150.3625,164.6375,"7,1"
SBBR,SBBE,2019-12,118,142.725,152.075,"4,7"
SBBR,SBEG,2019-02,118,166.19,176.94,"5,4"
SBBR,SBFZ,2022-05,118,148.625,158.525,"5,0"
SBBR,SBPA,2019-04,118,147.32,162.15,"7,4"
SBBR,SBPA,2019-09,118,147.18,162.60999999999999,"7,7"
SBBR,SBRF,2019-08,118,144.53000000000003,154.73,"5,1"
SBBR,SBSV,2021-07,118,102.75,111.75,"4,5"
SBCF,SBPS,2021-01,118,70.5,76.225,"2,9"
SBCG,SBKP,2022-05,118,82.9,95.1875,"6,1"
SBEG,SBBR,2019-04,118,165.55,175.25,"4,9"
SBFL,SBKP,2021-05,118,65.875,75.6875,"4,9"
SBFL,SBPA,2020-01,118,53.5,63.89,"5,2"
SBFN,SBRF,2021-10,118,60.875,68.15,"3,6"
SBFN,SBRF,2022-05,118,62.125,72.2875,"5,1"
SBFZ,SBBR,2019-02,118,151.03,161.45999999999998,"5,2"
SBGL,SBSG,2019-12,118,177.35,186.375,"4,5"
SBGO,SBKP,2021-03,118,82.775,92.075,"4,7"
SBGR,KMIA,2019-06,118,494.36249999999995,508.65000000000003,"7,1"
SBGR,SBJP,2022-05,118,181.2,195.575,"7,2"
SBGR,SBPS,2019-10,118,103.45,109.25,"2,9"
SBGR,SGAS,2019-04,118,117.51249999999999,127.825,"5,2"
SBGR,SGAS,2019-08,118,118.0875,129.375,"5,6"
SBGR,SUMU,2019-01,118,147.375,162.96249999999998,"7,8"
SBGR,SUMU,2019-07,118,152.5,171.175,"9,3"
SBGR,SUMU,2019-12,118,149.475,165.575,"8,0"
SBJV,SBSP,2019-05,118,52.75,61.29,"4,3"
SBKP,SBBR,2021-05,118,85.75,95.4375,"4,8"
SBKP,SBCY,2019-03,118,124.53,133.62,"4,5"
SBKP,SBGL,2019-04,118,56.82000000000001,66.03,"4,6"
SBKP,SBRF,2021-12,118,169.6125,180.8125,"5,6"
SBKP,SBSR,2021-08,118,68.15,77.1875,"4,5"
SBMG,SBCT,2019-11,118,54.96,64.57,"4,8"
SBMO,SBGR,2021-03,118,168.84,178.79,"5,0"
SBPA,SBBR,2019-08,118,140.91,150.54000000000002,"4,8"
SBPA,SBCT,2021-11,118,62.31999999999999,71.7,"4,7"
SBPS,SBGR,2019-10,118,116.1,125.025,"4,5"
SBRF,SBFN,2021-10,118,68.6,78.3,"4,8"
SBRF,SBFN,2022-05,118,70.15,81.4375,"5,6"
SBRF,SBJP,2021-12,118,37.29,44.31,"3,5"
SBRF,SBKP,2022-03,118,183.675,199.2,"7,8"
SBRJ,SBCF,2021-07,118,55.95,63.96,"4,0"
SBRJ,SBPA,2021-08,118,114.975,128.825,"6,9"
SBSP,SBBR,2020-09,118,93.8,103.21,"4,7"
SBSP,SBCY,2019-07,118,127.42,142.68,"7,6"
SBSP,SBJV,2019-05,118,57.21,67.25999999999999,"5,0"
SBSP,SBJV,2019-08,118,56.239999999999995,65.35999999999999,"4,6"
SBSR,SBKP,2021-08,118,64.025,73.5375,"4,8"
SBSR,SBKP,2022-03,118,66.075,75.5375,"4,7"
SBSV,SBBR,2021-01,118,109.025,120.6125,"5,8"
SBSV,SBCF,2019-11,118,95.4,102.92999999999999,"3,8"
SBUL,SBCF,2019-05,118,71.36,80.51,"4,6"
SBVT,SBRJ,2019-10,118,61.04,66.51,"2,7"
SBVT,SBRJ,2022-03,118,57.4,65.47,"4,0"
SGAS,SBGR,2019-04,118,114.1,128.3875,"7,1"
SUMU,SBGR,2020-01,118,137.8125,154.325,"8,3"
KMIA,SBGR,2019-09,117,492.29999999999995,510.3,"9,0"
SBBE,SBGR,2019-02,117,209.76999999999998,223.58,"6,9"
SBBR,SBEG,2019-12,117,169.65,178.0125,"4,2"
SBBR,SBMO,2022-01,117,133.9625,143.5375,"4,8"
SBBR,SBRJ,2021-03,117,93.56000000000002,102.42,"4,4"
SBCF,SBMK,2022-05,117,66.975,76.7,"4,9"
SBCF,SBVT,2020-02,117,58.92999999999999,62.84000000000001,"2,0"
SBCT,SBPA,2021-10,117,67.4,76.87,"4,7"
SBCY,SBBR,2019-09,117,90,98.27000000000001,"4,1"
SBFZ,SBBR,2020-12,117,156.325,167.625,"5,7"
SBFZ,SBBR,2022-05,117,156.2375,167.1875,"5,5"
SBGL,SBFZ,2019-07,117,188.375,198.72500000000002,"5,2"
SBGR,SABE,2019-03,117,139.8,146.95,"3,6"
SBGR,SBAR,2019-11,117,146.7375,160.6125,"6,9"
SBGR,SBAR,2020-01,117,149.4875,162.65,"6,6"
SBGR,SBCY,2022-02,117,125.00999999999999,137.82999999999998,"6,4"
SBGR,SBPS,2019-08,117,101.875,109.925,"4,0"
SBGR,SBRP,2019-10,117,66.25,70.3,"2,0"
SBGR,SGAS,2019-01,117,110.03750000000001,122.43749999999999,"6,2"
SBJP,SBGR,2022-05,117,193.4875,207.3125,"6,9"
SBJV,SBSP,2019-08,117,52.15,60.5,"4,2"
SBKP,SBCT,2020-12,117,51.425,64.525,"6,6"
SBKP,SBSR,2022-03,117,68.1125,79.25,"5,6"
SBMO,SBBR,2022-01,117,137.5875,148.3875,"5,4"
SBPS,SBGR,2019-08,117,112.4875,123.35,"5,4"
SBPS,SBGR,2020-12,117,110.8125,129.825,"9,5"
SBRF,SBJP,2019-10,117,37.8625,42.75,"2,4"
SBRF,SBKP,2021-01,117,180.7125,196.6375,"8,0"
SBRF,SBSV,2019-05,117,79.65,87.4,"3,9"
SBRF,SBSV,2019-12,117,75.49,82.96000000000001,"3,7"
SBSG,SBGL,2019-12,117,179.375,192.45,"6,5"
SBSG,SBRF,2021-07,117,51.01,57.89000000000001,"3,4"
SBSV,SBGR,2021-03,117,137.85,148.44,"5,3"
SBTE,SBBR,2019-05,117,122.44000000000001,131.61999999999998,"4,6"
SGAS,SBGR,2019-08,117,117.0625,128.175,"5,6"
SUMU,SBGR,2019-12,117,142.15,156.7,"7,3"
KMIA,SBGR,2019-11,116,495.55,503.95,"4,2"
SBAR,SBGR,2019-01,116,158.575,171.5625,"6,5"
SBAR,SBGR,2019-11,116,156.1375,171.075,"7,5"
SBAR,SBGR,2020-12,116,151.3875,165.175,"6,9"
SBBE,SBSN,2021-08,116,76.375,86.55,"5,1"
SBBR,SBBE,2021-12,116,142.075,150.475,"4,2"
SBBR,SBEG,2019-11,116,169.2125,179.04999999999998,"4,9"
SBBR,SBMO,2020-01,116,135.925,143.9,"4,0"
SBBR,SBRF,2019-02,116,145.5,158.07999999999998,"6,3"
SBBR,SBSV,2019-02,116,111.97,119.38,"3,7"
SBBR,SBSV,2021-01,116,109.325,120.375,"5,5"
SBCF,SBIP,2019-11,116,43.239999999999995,52.96,"4,9"
SBCT,SBPA,2019-11,116,67.23999999999998,75.94000000000001,"4,4"
SBCY,SBKP,2019-04,116,119.02000000000001,129.88000000000002,"5,4"
SBFL,SBKP,2022-03,116,70.625,79.875,"4,6"
SBFN,SBRF,2021-09,116,60.0125,66.725,"3,4"
SBFZ,SBGL,2019-07,116,185,196,"5,5"
SBFZ,SBGL,2021-12,116,191.975,206.8125,"7,4"
SBGL,SBFZ,2021-12,116,177.45,193.64999999999998,"8,1"
SBGL,SBSG,2019-01,116,175.7,185.65,"5,0"
SBGL,SBSV,2019-09,116,117.0875,128.6625,"5,8"
SBGO,SBKP,2019-04,116,88.52000000000001,94.07,"2,8"
SBGR,KMIA,2019-11,116,495,505.4,"5,2"
SBGR,SBPS,2021-06,116,101,111.98750000000001,"5,5"
SBGR,SBRP,2019-12,116,65.86,78.95,"6,5"
SBGR,SPJC,2020-02,116,283.85,304.45,"10,3"
SBGR,SUMU,2019-10,116,152.9875,165.925,"6,5"
SBIP,SBCF,2019-11,116,39.44,46.08,"3,3"
SBJP,SBGR,2020-03,116,190.77,204.53,"6,9"
SBJV,SBSP,2019-01,116,50.63,61.98,"5,7"
SBKP,SBFL,2021-12,116,67.875,78.2,"5,2"
SBKP,SBGL,2019-06,116,57.230000000000004,67.63,"5,2"
SBKP,SBGL,2019-09,116,55.089999999999996,65.72,"5,3"
SBKP,SBRF,2020-12,116,178.4,197.875,"9,7"
SBKP,SBRF,2021-09,116,174.7125,188.1625,"6,7"
SBKP,SBRF,2021-10,116,173.625,185.1875,"5,8"
SBKP,SBRF,2022-01,116,176.6125,190.89999999999998,"7,1"
SBMQ,SBBE,2019-01,116,50.8125,57.7,"3,4"
SBMQ,SBBE,2022-01,116,50.25,60.9,"5,3"
SBPS,SBGR,2021-06,116,116.75,129.55,"6,4"
SBRF,SBAR,2022-05,116,75.625,85.9,"5,1"
SBRF,SBFN,2021-09,116,69.5,78.075,"4,3"
SBRF,SBKP,2020-12,116,181.0375,197.9375,"8,5"
SBRJ,SBRF,2021-09,116,156.3625,166.75,"5,2"
SBRJ,SBRF,2021-10,116,154.5,166.3375,"5,9"
SBRP,SBGR,2019-10,116,70,75.325,"2,7"
SBRP,SBKP,2019-04,116,55.21999999999999,63.17,"4,0"
SBSG,SBGL,2019-11,116,179.025,189.7875,"5,4"
SBSP,SBFZ,2021-11,116,193.2875,202.375,"4,5"
SBSP,SBSV,2021-03,116,131.01,139.29000000000002,"4,1"
SBSP,SBUL,2020-02,116,70.67,85.16,"7,2"
SBSR,SBSP,2019-10,116,57.239999999999995,70.7,"6,7"
SBSV,SBGL,2019-09,116,121.475,132.86249999999998,"5,7"
SBSV,SBKP,2022-02,116,136.85999999999999,147.4,"5,3"
SBSV,SBRF,2021-07,116,72.24000000000001,81.53999999999999,"4,7"
SBSV,SBRJ,2019-11,116,120.16250000000001,129.6625,"4,8"
SBUL,SBSP,2020-02,116,69.74999999999999,83.75999999999999,"7,0"
SBVT,SBGR,2022-02,116,83.35,94.1,"5,4"
SGAS,SBGR,2019-01,116,121.15,134.3625,"6,6"
KMIA,SBGR,2020-02,115,490.1875,504.6875,"7,3"
SBBE,SBMQ,2022-01,115,50.9,58.0875,"3,6"
SBBR,SBCT,2020-01,115,110.8125,119.025,"4,1"
SBCF,SBKP,2020-07,115,63.725,73.5875,"4,9"
SBCF,SBRF,2022-05,115,139.0625,149.325,"5,1"
SBCF,SBUL,2022-05,115,86.55,98.375,"5,9"
SBCT,SBPA,2019-03,115,66.42,77.92999999999999,"5,8"
SBCY,SBGR,2022-02,115,125.95,139.78,"6,9"
SBCY,SBKP,2019-06,115,118.6,127.94000000000001,"4,7"
SBGL,SBFZ,2019-08,115,189.7625,197.41250000000002,"3,8"
SBGL,SBKP,2019-09,115,65.13,76,"5,4"
SBGL,SBVT,2019-10,115,60.31,65.03,"2,4"
SBGR,SBJP,2022-01,115,183,195.3,"6,1"
SBGR,SBSL,2022-01,115,194.75,206.8,"6,0"
SBGR,SPJC,2019-08,115,298.1,325.625,"13,8"
SBGR,SPJC,2019-10,115,295.4125,314.4375,"9,5"
SBGR,SUMU,2019-08,115,154.0875,165.5,"5,7"
SBGR,SUMU,2019-09,115,154.575,173.2,"9,3"
SBJP,SBGR,2022-01,115,186.6625,199,"6,2"
SBJP,SBRF,2019-10,115,30,34.3125,"2,2"
SBJP,SBRF,2020-01,115,29.75,35.1875,"2,7"
SBKP,SBCF,2020-07,115,59.35,68.9375,"4,8"
SBKP,SBCG,2021-08,115,91.5875,103.1,"5,8"
SBKP,SBCT,2022-01,115,52.6375,64.425,"5,9"
SBKP,SBFL,2021-03,115,66.475,75.65,"4,6"
SBKP,SBFL,2021-06,115,68.4875,80.2625,"5,9"
SBKP,SBFL,2022-03,115,67.6,77.275,"4,8"
SBKP,SBJV,2022-05,115,72.61250000000001,84.475,"5,9"
SBKP,SBNF,2019-01,115,64.7,72.6875,"4,0"
SBKP,SBPA,2019-11,115,93.45,100.67999999999999,"3,6"
SBKP,SBRF,2021-06,115,170.41250000000002,188.0875,"8,8"
